Company Name,ISIN,LEI,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5,BA1.5 Date,Location,Region,Sector,Date,Target,Target Classification,Extension
Abenex Capital,,,Committed,,,,,,No,,Company,No,,France,Europe,"Banks, Diverse Financials, Insurance",01/10/2023,,,
Abercrombie & Fitch Co.,US0028962076,5493000J7LL72TOGT983,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,"Textiles, Apparel, Footwear and Luxury Goods",01/02/2024,,,
Abertis Infraestructuras,ES0111845014,549300GKFVWI02JQ5332,Targets Set,1.5°C,2030,,,,No,,Company,No,,Spain,Europe,Ground Transportation - Highways and Railtracks,01/11/2023,"Abertis commits to reduce absolute scope 1 and 2 GHG emissions 50% by
2030 from a 2019 base year.* Abertis also commits to reduce scope 3 GHG
emissions from purchased goods and services 22% per km travelled on
highways within the same timeframe.
*The target boundary includes land-related emissions and removals from
bioenergy feedstocks",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
ABF Data Systems dba Direct Systems Support,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Technology Hardware and Equipment,01/01/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ ABF Data Systems dba Direct Systems Support commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
ABF Sugar,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2050,Yes,2050,Company,No,,United Kingdom (UK),Europe,Food Production - Agricultural Production,01/02/2024,"Overall Net-Zero Target
ABF Sugar commits to reach net-zero greenhouse gas emissions across the value chain by 2050.
Near term targets
Energy and industrial:
ABF Sugar commits to reduce absolute scope 1 and 2 GHG emissions 52.1% by 2030 from a 2018 base year*. ABF
Sugar also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods,
fuel- and energy-related activities, upstream transportation and distribution, waste generated in operations, business
travel, employee commuting and downstream transportation and distribution 30% within the same timeframe.
*The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.
FLAG:
ABF Sugar commits to reduce absolute scope 1, 2 and 3 FLAG GHG emissions 36.4% by 2030 from a 2018 base
year*. ABF Sugar also commits to maintain no deforestation across its primary deforestation-linked commodities.
*The target includes FLAG emissions and removals.
Net zero targets
Energy and industrial
ABF Sugar commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2050 from a 2018 base year*. ABF
Sugar also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods,
fuel- and energy-related activities, upstream transportation and distribution, waste generated in operations, business
travel, employee commuting and downstream transportation and distribution 90% within the same timeframe.
*The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.
FLAG
ABF Sugar commits to reduce absolute scope 1 and 2 FLAG GHG emissions 90% by 2050 from a 2018 base year*.
ABF Sugar also commits to reduce absolute scope 3 FLAG GHG emissions percent reduction 72% by 2050 from a
2018 base year*.
*The target includes FLAG emissions and removals.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
ABL food A/S,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Denmark,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",01/10/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ ABL food A/S commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
ABM Industries Inc,US0009571003,QF02R89VEIOROM77J447,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,"Trading Companies and Distributors, and Commercial Services and Supplies",01/10/2022,,,
ABOUT YOU,DE000A3CNK42,894500DKEE3GY8870322,Targets Set,1.5°C,2025,,,,No,,Company,No,,Germany,Europe,Retailing,01/04/2021,"ABOUT YOU commits to reduce absolute scope 1 and 2 GHG emissions 80% by 2025 from a 2019 base year. ABOUT YOU commits to increase annual sourcing of renewable electricity from 40% in 2019 to 100% by 2025. ABOUT YOU commits to reduce scope 3 GHG emissions from private label products by 35% per unit of value added by 2025 from a 2019 base year. ABOUT YOU also commits that 90% of its suppliers by emissions covering purchased goods and services, and transportation and distribution, will have science-based targets by 2025.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
ABP Food Group,,635400VGOT3YFWRGK673,Targets Set,2°C,2030,,,,No,,Company,No,,Ireland,Europe,Food and Beverage Processing,01/12/2019,Privately owned food processors ABP Food Group commits to reduce absolute scope 1 and 2 GHG emissions 27% by 2030 from a 2016 base year. ABP Food Group also commits to reduce absolute scope 3 GHG emissions from purchased goods and services (raw materials and packaging) 17% by 2030 from a 2016 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,
Abt Global,,,Targets Set,1.5°C,2027,Targets Set,1.5°C,2050,Yes,2050,Company,Yes,01/09/2021,United States of America (USA),North America,Professional Services,01/05/2023,"Overall Net-Zero Target 
Abt Global commits to reach net-zero greenhouse gas emissions across the value chain 
by 2050 from a 2019 base year. 

Near-Term Targets 
Abt Global commits to reduce absolute scope 1 and 2 GHG emissions 38.6% by 2027 
from a 2019 base year. Abt Global also commits to reduce absolute scope 3 GHG 
emissions from fuel and energy related activities, business travel, and employee commuting 
38.6% within the same timeframe. 
  
Long-Term Targets 
Abt Global commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2050 from 
a 2019 base year. Abt Global commits to reduce absolute scope 3 GHG emissions from 
fuel and energy related activities, business travel, and employee commuting 90% within the 
same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
AcBel Polytech Inc.,TW0006282007,254900BQVM5V0IY7RQ62,Targets Set,1.5°C,2030,,,,No,,Company,No,,"Taiwan, Province of China",Asia,Technology Hardware and Equipment,01/06/2023,"AcBel Polytech Inc commits to reduce absolute scope 1 and 2 GHG
emissions 45.0% by 2030 from a 2021 base year. AcBel Polytech Inc also
commits to reduce scope 3 GHG emissions covering purchased goods and
services and use of sold products 51.7% per million NTD value added
within the same time frame.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
ACC Limited,INE012A01025,335800569A6H12LH4677,Targets Set,Well-below 2°C,2030,,,,Yes,,Company,Yes,01/07/2021,India,Asia,Construction Materials,01/08/2021,ACC Limited commits to reduce scope 1 GHG emissions 21.3% per ton of cementitious material by 2030 from a 2018 base year*. ACC Limited also commits to reduce scope 2 GHG emissions 48.4% per ton of cementitious material within the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
ACCA (Association of Chartered Certified Accountants),,,Targets Set,1.5°C,FY2030,Targets Set,1.5°C,FY2045,Yes,FY2045,Company,Yes,01/03/2023,United Kingdom (UK),Europe,Education Services,01/01/2024,"Overall Net Zero Target 
ACCA Global commits to reach net-zero greenhouse gas emissions across the value chain by 2045. 
Near-Term Targets 
ACCA Global commits to reduce absolute scope 1 and 2 GHG emissions 71.5% by FY2030 from  a FY2020 base year. ACCA Global also commits to reduce absolute scope 3 GHG emissions 50% within the same timeframe. ACCA Global further commits to reduce absolute scope 3  GHG emissions from indirect use of sold products 50% within the same timeframe. 
Long-Term Targets 
ACCA Global commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2045 from  a FY2020 base year. ACCA Global also commits to reduce absolute scope 3 GHG emissions  90% within the same timeframe. ACCA Global further commits to reduce absolute scope 3  GHG emissions from indirect use of sold products 90% within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
ACCEDO BROADBAND AB,,98450014B0B4E0A07505,Targets Set,1.5°C,FY2030,,,,Yes,,Company,Yes,01/02/2022,Sweden,Europe,Software and Services,01/03/2023,"Accedo Broadband AB commits to reduce absolute 1 and 2 GHG emissions
46,2% by FY2030 from a FY2019 base year. Accedo Broadband AB commits
to increase annual sourcing of renewable electricity from 58% in FY2019 to
100% by FY2030. Accedo Broadband AB commits that 85% of its suppliers
by emissions covering purchased goods and services, upstream
transportation and distribution and business travel, will have science-based
targets by FY2027. Accedo Broadband AB commits that 50% of its
customers by emissions covering use of sold products, will have science-
based targets by FY2027.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Accell Group,,724500PZHSQTJODTGY09,Committed,,,,,,No,,Company,No,,Netherlands,Europe,"Consumer Durables, Household and Personal Products",01/06/2023,,,
Accelleron Industries AG,,,Committed,,,,,,No,,Company,No,,Switzerland,Europe,Electrical Equipment and Machinery,01/12/2023,,,
Accellion Inc. (Kiteworks),,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Software and Services,01/01/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Accellion Inc. (Kiteworks) commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Accent Equity AB,,,Targets Set,1.5°C,2027,,,,No,,Financial Institution,No,,Sweden,Europe,"Banks, Diverse Financials, Insurance",01/01/2023,Headline target: Accent Equity AB's portfolio targets cover 100% of its total investment and lending activities by invested capital as of 2021  https://sciencebasedtargets.org/resources/files/Target-language-and-summary_Accent-Equity-AB.docx.pdf,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Accenture,IE00B4BNMY34,,Targets Set,1.5°C,FY2030,,,,Yes,,Company,Yes,01/10/2020,Ireland,Europe,Professional Services,01/11/2023,"Accenture commits to reduce absolute scope 1 and 2 GHG emissions 80% by
FY2030 from a FY2019 base year. Accenture also commits to reduce scope 3
GHG emissions 55% per unit of revenue within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Acciaierie Venete S.p.A.,,8156003FB763A1AFC706,Committed,,,,,,Yes,,Company,No,,Italy,Europe,"Mining - Iron, Aluminum, Other Metals",01/07/2023,,,
ACCIONA S.A.,ES0125220311,54930002KP75TLLLNO21,Targets Set,1.5°C,2030,Targets Set,1.5°C,2040,Yes,2040,Company,Yes,01/07/2019,Spain,Europe,Construction and Engineering,01/02/2023,"Acciona S.A commits to reach net-zero greenhouse gas emissions across the value chain by 2050.
Near-Term Targets
Renewable energy and sustainable infrastructure company Acciona S.A commits to reduce absolute scope 1 and 2 GHG emissions 60% by 2030 from a 2017 base year.* Acciona S.A also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel and energy-related activities, upstream transportation and distribution, employee commuting and use of sold products 47% within the same timeframe.* *The target boundary includes land-related emissions and removals from bioenergy feedstocks
Long-Term Targets
Acciona S.A commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2040 from a 2017 base year.* Acciona S.A commits to reduce absolute scope 3 GHG emissions 90% By 2050 from a 2017 base year.* *The target boundary includes land-related emissions and removals from bioenergy feedstocks *The target boundary includes land-related emissions and removals from bioenergy feedstocks",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
